"id","category","difficulty","question","answer_a","answer_b","answer_c","answer_d","correct_answer","explanation","source"
"q154","Personnages","difficile","Que se passe-t-il en 983 pendant l'anniversaire de Yugo et Adamaï ?","Jiva attaque la Confrérie du Tofu pour obtenir les Dofus Éliatropes","Jiva fonde Bonta avec Pouchecot et Ménalt","Jiva offre le dofus des glaces a Yugo","Jiva demande de l'aide a Yugo","A","En 983, Jiva attaque les héros et réclame les six Dofus Éliatropes.","/pages/personnages/jiva/"
"q155","Personnages","facile","Quel événement marque le début de la vie de Yugo auprès des humains ?","Grougaloragran le confie à Alibert dans le village d'Emelka","Oropo l'enferme dans la Dimension Blanche","Djaul l'envoie à Brâkmar","Jiva le place dans un sarcophage de glace","A","Yugo est confié par Grougaloragran à Alibert afin de grandir parmi les humains.","/pages/personnages/yugo/"
"q156","Personnages","facile","Quelle épreuve finit par donner à Yugo une apparence adulte selon sa biographie ?","Les Nécromes consomment son Wakfu et accélèrent sa croissance","Toross le fait grandir pour absorber plus de Wakfu","Il fusionne avec les eliotropes","L'eliasphere le fait grandir","A","La menace des Nécromes altère le corps de Yugo et accélère sa croissance.","/pages/personnages/yugo/"
"q157","Personnages","facile","Quel acte de Qilby permet de sauver Yugo des griffes de Toross Mordal ?","Il utilise l'Éliasphère et sacrifie sa propre vie","Il utilise l'Eliacube et se sacrifie","Il utilise les Dofus Eliatropes et se sacrifie","Il utilise de la Stasis et perd le contrôle","A","Qilby utilise l'Éliasphère pour arracher Yugo à Toross Mordal, au prix de sa vie.","/pages/personnages/yugo/"
"q158","Personnages","facile","Comment Yugo conclut-il son parcours après la victoire contre les Nécromes ?","Il épouse Amalia et devient souverain des Éliatropes restés avec lui","Il est sacré Roi des Eliatropes","Il rentre sur Emelka","Il confie ses dofus aux dirigeants du monde","A","Après la guerre, Yugo épouse Amalia et assume un rôle de souverain auprès des Éliatropes.","/pages/personnages/yugo/"
"q159","Personnages","difficile","Quel événement donne naissance à Ogrest selon sa biographie ?","Otomaï le façonne à partir d'ogrines","Otomaï le façonne à partir d'orichalque","Otomaï le ranime grâce au coeur de Dathura","Otomaï l'extrait du cœur en ogrine de Dathura","A","Ogrest naît d'une expérience d'Otomaï réalisée à partir d'un gland et d'une ogrine.","/pages/personnages/ogrest/"
"q160","Personnages","difficile","Quel geste d'Ogrest ramène Dathura à la vie ?","Ses larmes réparent le cœur","Les six Dofus réparent le cœur","Otomaï remplace le cœur","Le Dofus des Glaces ranime le cœur","A","Les larmes d'Ogrest réparent le cœur en ogrine de Dathura et la raniment.","/pages/personnages/ogrest/"
"q161","Personnages","difficile","Que subit Ogrest après avoir tenté de s'emparer du Dofus des Glaces ?","Il reste emprisonné dans la glace pendant plus d'un siècle avec Dathura","Il reste isolé au sommet du Zinit pendant plus d'un siècle avec Dathura","Il est enfermé dans une prison temporelle de Frigost avec Dathura","Il perd Dathura dans les glaces avant de rejoindre le Mont Zinit","A","Après l'épisode de Frigost, Ogrest demeure prisonnier de la glace avec Dathura pendant plus d'un siècle.","/pages/personnages/ogrest/"
"q162","Personnages","facile","Comment Otomaï met-il fin à l'influence des Dofus sur Ogrest lors du combat au Zinit?","Il pénètre dans le corps d'Ogrest pour lui retirer les Dofus Primordiaux","Il détruit le Mont Zinit","Il échange Ogrest contre l'Éliacube","Il confie Ogrest à la Fratrie des Oubliés","A","Otomaï parvient à retirer les Dofus Primordiaux du corps de son fils adoptif.","/pages/personnages/ogrest/"
"q163","Personnages","facile","Quel objet le chien de Noximilien découvre-t-il avant la chute de Nox ?","L'Éliacube","Un Dofus","La Clepsydre","Un pouvoir de Xelor","A","Igôle découvre l'Éliacube, l'artefact qui nourrit l'obsession de Noximilien.","/pages/personnages/nox/"
"q164","Personnages","facile","Quelle perte pousse Noximilien à vouloir remonter le temps ?","Sa famille meurt lorsque le Chaos d'Ogrest engloutit son refuge","Il a pas pu finir ses travaux de son vivant","Il recherche sa famille disparu dans le krosmoz","Detruire Ogrest pour venger sa famille","A","Nox devient fou après la mort de sa famille pendant le Chaos d'Ogrest.","/pages/personnages/nox/"
"q165","Personnages","facile","Quel lieu Nox attaque-t-il pour absorber le Wakfu du peuple Sadida ?","L'Arbre de Vie du Royaume Sadida","Grougaloragran","Le Palais du royaume Sadida","La grande Horloge","A","Nox s'en prend à l'Arbre de Vie pour accumuler assez de Wakfu.","/pages/personnages/nox/"
"q166","Personnages","facile","Quel résultat dérisoire obtient Nox après deux siècles d'accumulation de Wakfu ?","Retour en arrière de 20 minutes","Rien","Il sauve sa famille","Il s'anéanti","A","Toute l'énergie accumulée par Nox ne lui permet de remonter le temps que de vingt minutes.","/pages/personnages/nox/"
"q167","Personnages","difficile","Quelle particularité rend l'existence de Qilby insupportable ?","Il se souvient de tout au fin des réincarnation","Il devient fou au fil des réincarnations","Il ne peut pas mourir","Il ne peut s'empêcher de trahir les siens","A","Contrairement aux autres Éliatropes, Qilby conserve la mémoire parfaite de ses vies.","/pages/personnages/qilby/"
"q168","Personnages","difficile","Quel acte attribué à Qilby déclenche la tragédie avec les Méchasmes ?","Le cœur d'Orgonax lui est confié","Le cœur d'Orgonax lui est volé","Le cœur d'Orgonax est confié à Shinonomé","Le cœur d'Orgonax est brisé par Qilby pour alimenter le Zinit","A","La biographie de Qilby rattache l'Éliacube au cœur d'Orgonax et à la guerre contre les Méchasmes.","/pages/personnages/qilby/"
"q169","Personnages","facile","Que tente Qilby a la fin de la saison 2 de Wakfu ?","Drainer le Wakfu du Monde","Une invasion a l'aide de Rushu","Retrouver son Dofus","Detruire les enfants eliatropes","A","Qilby veut utiliser le Wakfu du monde pour relancer le Zinit et repartir vers les étoiles.","/pages/personnages/qilby/"
"q170","Personnages","facile","Où Qilby est-il renvoyé après sa défaite contre Yugo ?","Dimension Blanche","Shukrute","Dimension Obscure","Inglorium","A","Après sa défaite, Qilby est renvoyé dans la Dimension Blanche.","/pages/personnages/qilby/"
"q171","Personnages","difficile","Quelle épreuve transforme Kérubim en favori du dieu Écaflip ?","Il tente de remplacer un œuf de Truche","Il tente de remplacer un Dofus perdu","Il mise tout ce qu'il à dans un tripot d'Ecaflip City","Il vole un œuf de Truche pour sauver Atcham et bluffe Écaflip","A","Écaflip est séduit par l'audace de Kérubim lorsqu'il tente de bluffer avec un faux ouf.","/pages/personnages/kerubim-crepin/"
"q172","Personnages","difficile","Quelle malédiction poursuit Kérubim après son vol dans le trésor de Cire Momore ?","Cire Momore le traque sans relâche","Le trésor de Cire Momore attire les Shushus sur sa route","L'épée de Cire Momore revient le défier à chaque victoire","La malédiction de Cire Momore transforme ses trophées en piâges","A","Après ce vol, Kérubim est poursuivi par l'armure vivante de Cire Momore.","/pages/personnages/kerubim-crepin/"
"q173","Personnages","difficile","Quelle leçon le Baron inflige-t-il à Kérubim à Écaflip City ?","Il lui fait tout perdre pour le punir d'utiliser sa chance aux jeux","Il lui fait perdre fortune, boutique et Dofus Ébène lors d'une partie de poker","Il lui fait miser sa famille et ses souvenirs à Écaflip City","Il lui fait perdre ses neuf vies dans une partie truquée","A","Le Baron, en réalité Écaflip, pousse Kérubim à perdre tout ce qu'il avait misé pour lui donner une leçon de vie.","/pages/personnages/kerubim-crepin/"
"q174","Personnages","difficile","Quel sacrifice accomplit detruit Jahash ?","Il frappe le Dofus Ébène avec le Dofus Ivoire et meurt dans l'explosion","Il absorbe le Dofus Ébène avec le Dofus Ivoire et disparaît dans l'explosion","Il confie le Dofus Ivoire à Julith pour contenir le Dofus Ébène","Il enferme le Dofus Ébène dans le Dofus Ivoire au prix de sa vie","A","Jahash neutralise le Dofus Ébène avec le Dofus Ivoire au prix de sa vie.","/pages/personnages/joris-jurgen/"
"q175","Personnages","difficile","Quel événement transforme l'apparence de Joris enfant ?","L'âme de Grougalorasalar entre dans son corps","L'âme de Grougalorasalar se lie au Dofus Ébène qu'il porte","Le souffle de Grougalorasalar marque son corps après l'explosion","Le Dofus Ébène fusionne son âme avec celle de Grougalorasalar","A","L'âme de Grougalorasalar se réfugie dans Joris après la fissure du Dofus Ébène.","/pages/personnages/joris-jurgen/"
"q176","Personnages","difficile","Quel rôle Joris accepte-t-il après la récupération des six Dofus Éliatropes ?","Il accepte de les cacher pour éviter qu'ils tombent entre de mauvaises mains","Il accepte de les confier à Phaéris pour les éloigner des dieux","Il accepte de les remettre à Yugo après les avoir protégés","Il accepte de les sceller à Bonta pour empêcher une nouvelle guerre","A","Joris accepte de cacher les six Dofus Éliatropes après leur récupération.","/pages/personnages/joris-jurgen/"
"q177","Personnages","difficile","Quel événement marque la naissance officielle de Dark Vlad ?","La mort d'Algathe et la rage de Goultard pendant l'invasion des Shushus","La disparition d'Algathe et la possession de Goultard par Rushu","La mort de Cabotine et la colère de Goultard contre les Shushus","La trahison d'Hyrkul et l'exil de Goultard sur Grobe","A","Dark Vlad âmerge lorsque Goultard sombre dans la rage après la mort d'Algathe.","/pages/personnages/dark-vlad/"
"q178","Personnages","difficile","Quelle malédiction Dark Vlad inflige-t-il à l'île de Grobe ?","Il y déchaîne le Feu Noir et réveille les esprits des morts","Il y libère le Feu Noir et attire les Shushus du Shukrute","Il y cache le Feu Noir dans les tombes des anciens guerriers","Il y répand le Feu Noir pour y enfermer l'âme de Goultard","A","Dark Vlad libère le Feu Noir sur Grobe, transformant l'île en terre hantée.","/pages/personnages/dark-vlad/"
"q179","Personnages","facile","Qui permet à Goultard de reprendre le contrôle après le retour de Dark Vlad dans la Tour des Rêves ?","Tristepin de Percedal","Yugo","Elely","Oropo","A","Tristepin vainc Dark Vlad et permet à Goultard de reprendre le contrôle.","/pages/personnages/dark-vlad/"
"q180","Personnages","facile","Quelle décision d'Adamaï provoque une rupture avec Yugo ?","Il refuse que Yugo utilise les Dofus Éliatropes","Il donne Rubilax à Rushu","Il détruit l'Arbre de Vie","Il enferme Alibert à Brâkmar","A","Adamaï considère l'usage des Dofus Éliatropes comme trop dangereux, ce qui crée une fracture avec Yugo.","/pages/personnages/adamai/"
"q181","Personnages","facile","Pourquoi Adamaï rejoint-il un temps la Fratrie des Oubliés ?","Il est convaincu que Yugo a eu tord d'utilisé les Dofus","Oropo est le véritable Yugo a ses yeux","Il veut renverser les Dieux","Il veut anéantir Yugo et la confrérie","A","Après sa rupture avec Yugo, Adamaï trouve un nouveau sens auprès d'Oropo et de la Fratrie.","/pages/personnages/adamai/"
"q182","Personnages","facile","Quel choix de Grougaloragran sépare l'enfance de Yugo et celle d'Adamaï ?","Il confie Yugo à Alibert et élève Adamaï lui-même sur l'île d'Oma","Il envoie Yugo chez Djaul et Adamaï chez Rushu","Il donne Adamaï au Comte Harebourg","Il laisse les deux jumeaux dans la Dimension Blanche","A","Grougaloragran choisit de confier Yugo à Alibert tout en élevant Adamaï.","/pages/personnages/grougaloragran/"
"q183","Personnages","facile","Que fait Grougaloragran avant d'affronter Nox seul sur l'île d'Oma ?","Il téléporte Yugo, Adamaï et leurs alliés en lieu sûr","Il donne l'Éliacube à Nox","Il rejoint Oropo dans sa tour","Il transforme Rubilax en bouclier","A","Grougaloragran protège les enfants et leurs alliés avant de combattre Nox seul.","/pages/personnages/grougaloragran/"
"q184","Personnages","difficile","Pourquoi Nora appelle-t-elle la Déesse Éliatrope lors de la seconde invasion des Méchasmes ?","Elle assiste à l'effondrement de son peuple et supplie sa mère d'intervenir","Elle voit Efrim tomber face aux Méchasmes et supplie sa mère d'intervenir","Elle comprend que Qilby a condamné le peuple et appelle sa mère au secours","Elle tente de sauver le Zinit en appelant la Grande Déesse Éliatrope","A","Face au massacre de son peuple, Nora appelle sa mère, provoquant une explosion de Wakfu.","/pages/personnages/nora/"
"q185","Personnages","facile","Quelle conséquence la quête de Nora dans le Nécromonde a-t-elle pour Efrim ?","Efrim meurt et devient nécrome","Efrim se perd dans le krosmoz","Efrim se fait convaincre par Toross","Efrim n'existe plus","A","Nora libère sa mère, mais Efrim reste prisonnier du Nécromonde.","/pages/personnages/nora/"
"q186","Personnages","facile","Qui libère Nora lorsqu'elle est emprisonnée dans la pierre durant l'invasion des Nécromes ?","Joris, Goultard et Yugo","Petite bonhomme, Goultard et Kerubim","Goultard, Qilby et Yugo","Ush, Joris et Goultard","A","Nora est libérée par Joris, Goultard et Yugo pendant la bataille finale.","/pages/personnages/nora/"
"q187","Personnages","difficile","Quel sacrifice Phaéris accepte-t-il face à Jiva ?","Il accepte de mourir pour que Jiva épargne les autres Éliatropes","Il accepte de remettre les Dofus pour que Jiva épargne les autres Éliatropes","Il accepte de rester prisonnier pour que Jiva épargne les enfants Éliatropes","Il accepte de trahir Yugo pour que Jiva épargne les dragons","A","Phaéris accepte la mort afin de protéger ceux qu'il a défendus durant des siècles.","/pages/personnages/phaeris/"
"q188","Personnages","facile","Quelle décision d'Amalia montre sa maturité face au Comte Harebourg ?","Elle accepte un mariage arrangé pour sauver son peuple puis refuse d'être un pion","Elle donne l'Arbre de Vie à Nox","Elle abandonne définitivement le Royaume Sadida","Elle rejoint Rushu dans la Shukrute","A","Amalia accepte d'abord le mariage par devoir, puis s'oppose au plan caché de Harebourg.","/pages/personnages/amalia-sheran-sharm/"
"q189","Personnages","facile","Quel acte politique Amalia accomplit-elle pendant la guerre contre les Nécromes ?","Elle accueille les Éliatropes et unit deux peuples contre l'invasion","Elle s'autoproclame reine des Sadidas","Elle bannit Aurora du Royaume","Elle demande de battre en retraite","A","Amalia unit Sadidas et Éliatropes face aux Nécromes.","/pages/personnages/amalia-sheran-sharm/"
"q190","Personnages","facile","Que fait Évangelyne après la disparition de Tristepin ?","Elle entend Tristepin qui lui demande de le retrouver","Elle veut écrire des livres sur Tristepin","Elle part en voyage","Elle devient la matriarche des Cra","A","Évangelyne refuse d'abandonner Tristepin et force Rubilax à rendre son corps.","/pages/personnages/evangelyne/"
"q191","Personnages","facile","Quelle révélation bouleverse Évangelyne au sujet de ses origines ?","Elle découvre que son père vient d'une lignée d'assassins","Elle apprend que sa mère les a abandonnés","Elle découvre qu'elle est une demi-déesse Cra","Elle comprend que Cléophée n'est pas sa soeur","A","La découverte de l'héritage de Madagaskan force Évangelyne à rejeter une lignée violente.","/pages/personnages/evangelyne/"
"q192","Personnages","facile","Quelle identité Tristepin finit-il par accepter après son affrontement contre Dark Vlad ?","Sa nature de Dieu Iop","Son rôle de Père de Goultard","Son passé","Sa place sur l'Inglorium","A","L'affrontement avec Dark Vlad aide Tristepin à assumer pleinement sa nature divine.","/pages/personnages/tristepin/"
"q193","Personnages","facile","Quel choix prouve que Ruel peut faire passer ses amis avant sa richesse ?","Il accepte qu'Arpagone ait fait don de sa richesse aux defavorisés","Il passe beaucoup de temps a la taverne d'Emelka avec Alibert","Il n'abandonne jamais Yugo dans ses aventures","Il s'unit a Kamasutar pour devenir un Phorzerker","A","Ruel finit par accepter qu'Arpagone lui ait tout volé et pars retrouver son dernier trésor, son lien avec Yugo.","/pages/personnages/ruel-stroud/"
"q194","Personnages","difficile","Quel événement force Oropo à reconnaître la vraie famille qu'il a négligée ?","Écho oblige Oropo a choisir entre ses ambitions et son coeur","Écho révèle les manigances d'Oropo","Écho meurt","Écho change de camp","A","Quand Écho propulse tout le monde dans l'Inglorium et anéanti le plan d'Oropo, il comprend trop tard qu'il a sacrifié ceux qui l'aimaient vraiment.","/pages/personnages/oropo/"
